Version,Set,Item1,Item2,Item3,Item4,Item5
56,7,34,21,3,37,29
56,8,20,36,40,24,19
56,9,18,14,7,26,10
56,10,4,3,9,23,28
56,11,1,22,6,29,2
56,12,16,39,5,8,11
56,13,36,31,34,25,14
56,14,33,20,37,30,27
56,15,35,23,21,12,32
56,16,13,9,24,17,25
56,17,40,29,31,28,18
56,18,7,15,22,8,30
57,1,2,29,10,16,19
57,2,23,34,20,24,28
57,3,3,6,17,39,30
57,4,32,18,1,15,38
57,5,7,27,33,36,21
57,6,25,9,26,22,29
57,7,20,37,5,31,8
57,8,12,4,2,34,39
57,9,27,1,35,13,40
57,10,22,23,16,32,3
57,11,6,26,14,28,37
57,12,30,25,33,18,11
57,13,24,38,15,21,10
57,14,9,7,34,35,5
57,15,8,17,19,14,27
57,16,31,16,13,6,12
57,17,37,1,36,11,4
57,18,29,30,40,2,24
58,1,33,14,20,1,26
58,2,13,19,11,30,18
58,3,38,5,3,40,21
58,4,39,2,7,9,32
58,5,15,8,6,17,36
58,6,14,24,23,31,16
58,7,21,37,4,27,18
58,8,34,13,22,29,33
58,9,35,39,38,20,10
58,10,24,12,30,27,5
58,11,28,3,35,2,15
58,12,26,22,1,4,16
58,13,37,10,25,23,34
58,14,19,17,6,35,9
58,15,11,8,32,7,29
58,16,33,28,13,5,1
58,17,36,21,39,25,2
58,18,10,40,12,9,31
59,1,22,9,30,3,10
59,2,4,31,36,13,32
59,3,40,15,19,2,23
59,4,35,14,21,7,20
59,5,18,11,37,16,9
59,6,6,5,29,25,4
59,7,28,10,27,26,39
59,8,34,3,24,1,8
59,9,7,40,18,36,6
59,10,21,32,28,30,17
59,11,5,12,37,19,26
59,12,27,2,34,11,22
59,13,1,20,25,38,31
59,14,14,24,39,33,3
59,15,10,16,8,4,35
59,16,13,29,23,15,30
59,17,38,33,17,22,12
59,18,8,26,40,21,34
60,1,33,8,9,10,25
60,2,32,35,18,29,37
60,3,31,39,22,24,15
60,4,27,6,16,20,13
60,5,19,21,9,7,1
60,6,4,25,33,12,40
60,7,23,36,10,5,11
60,8,28,38,2,8,14
60,9,3,27,26,29,31
60,10,15,34,12,18,20
60,11,30,1,16,40,32
60,12,24,11,28,35,17
60,13,36,4,14,22,19
60,14,23,13,21,39,6
60,15,2,7,3,37,5
60,16,26,30,17,34,38
60,17,9,28,27,18,36
60,18,12,23,22,8,1
61,1,16,1,36,33,38
61,2,22,13,18,14,23
61,3,15,5,32,20,17
61,4,39,4,37,30,7
61,5,2,3,26,1,35
61,6,34,40,31,38,28
61,7,29,9,14,11,12
61,8,30,25,15,19,27
61,9,10,21,5,22,24
61,10,39,18,4,3,8
61,11,26,28,6,36,12
61,12,31,23,7,17,33
61,13,20,27,11,32,40
61,14,25,37,13,14,35
61,15,21,16,39,19,29
61,16,32,34,38,9,6
61,17,5,25,24,8,26
61,18,17,29,10,2,36
62,1,18,24,4,20,2
62,2,16,22,29,38,7
62,3,12,33,35,34,19
62,4,11,31,21,37,15
62,5,3,10,6,25,13
62,6,1,18,28,16,5
62,7,9,26,32,23,4
62,8,14,30,8,40,31
62,9,19,28,29,33,24
62,10,17,39,27,1,11
62,11,20,35,3,36,22
62,12,6,2,33,15,26
62,13,7,32,12,14,1
62,14,37,38,40,39,9
62,15,8,29,20,21,4
62,16,17,18,23,27,34
62,17,32,36,25,10,30
62,18,13,15,5,28,7
63,1,36,24,31,37,16
63,2,30,1,28,39,23
63,3,11,20,15,3,9
63,4,38,5,13,4,14
63,5,18,19,2,22,8
63,6,35,7,40,27,25
63,7,33,6,12,32,21
63,8,29,14,30,34,37
63,9,15,17,11,26,10
63,10,16,19,25,23,20
63,11,8,39,9,13,33
63,12,29,38,36,12,35
63,13,22,32,34,31,28
63,14,40,10,1,2,21
63,15,27,4,17,6,3
63,16,24,26,32,5,18
63,17,7,11,23,2,36
63,18,10,12,16,13,27
64,1,40,14,36,33,23
64,2,25,3,18,32,17
64,3,31,10,7,4,29
64,4,2,30,13,38,20
64,5,26,16,37,40,22
64,6,24,1,19,6,11
64,7,14,9,5,27,23
64,8,35,15,21,18,33
64,9,12,31,3,28,37
64,10,34,40,1,29,13
64,11,5,17,20,9,22
64,12,35,8,38,11,32
64,13,28,6,14,10,16
64,14,21,36,27,26,19
64,15,15,7,24,25,39
64,16,4,11,33,5,30
64,17,17,2,31,16,9
64,18,36,34,39,8,12
65,1,8,27,2,39,28
65,2,1,31,35,19,25
65,3,3,13,9,30,36
65,4,20,34,7,10,18
65,5,5,29,6,38,39
65,6,24,35,21,17,14
65,7,23,8,15,16,3
65,8,19,40,4,20,28
65,9,13,37,22,26,11
65,10,38,33,10,24,27
65,11,6,2,5,31,34
65,12,1,12,17,4,15
65,13,39,22,32,7,16
65,14,9,18,29,40,24
65,15,28,21,11,3,14
65,16,25,23,26,12,38
65,17,37,27,33,32,2
65,18,36,5,30,15,40
66,1,7,20,17,36,1
66,2,27,34,24,29,25
66,3,16,30,26,35,21
66,4,14,38,19,3,5
66,5,23,6,10,8,37
66,6,29,33,20,31,39
66,7,11,12,40,5,35
66,8,37,15,34,24,9
66,9,21,25,4,22,2
66,10,6,7,3,18,12
66,11,10,35,19,13,32
66,12,40,17,8,37,38
66,13,28,9,1,21,23
66,14,34,3,11,33,16
66,15,12,20,2,14,30
66,16,39,26,31,19,18
66,17,22,32,15,27,6
66,18,13,28,36,7,4
67,1,36,16,2,11,25
67,2,14,18,38,15,29
67,3,4,21,12,34,24
67,4,30,19,37,6,7
67,5,26,10,1,35,20
67,6,38,11,23,21,22
67,7,33,8,25,28,17
67,8,3,13,6,40,5
67,9,32,14,39,23,35
67,10,11,37,29,12,7
67,11,4,22,30,1,31
67,12,18,36,27,38,21
67,13,9,6,16,20,8
67,14,19,24,28,13,34
67,15,2,32,3,26,40
67,16,10,12,39,17,15
67,17,20,23,37,5,33
67,18,31,22,35,9,27
68,1,20,23,34,10,11
68,2,35,30,22,24,3
68,3,19,39,4,40,27
68,4,38,16,32,1,33
68,5,29,9,28,17,26
68,6,8,14,18,11,31
68,7,34,21,20,25,6
68,8,12,2,24,37,5
68,9,33,19,22,36,10
68,10,27,7,8,3,1
68,11,25,15,14,9,40
68,12,17,13,4,32,37
68,13,16,39,18,30,35
68,14,21,29,5,31,36
68,15,2,33,38,6,28
68,16,15,26,23,7,13
68,17,16,4,10,14,24
68,18,32,28,12,25,31
69,1,18,25,13,1,29
69,2,37,3,38,15,19
69,3,6,24,26,39,36
69,4,9,21,33,30,10
69,5,40,27,12,16,23
69,6,7,22,14,18,28
69,7,2,17,31,35,15
69,8,5,26,8,32,34
69,9,13,20,37,28,39
69,10,11,4,29,30,6
69,11,23,9,19,34,2
69,12,31,40,7,33,24
69,13,26,20,27,3,14
69,14,1,36,15,21,32
69,15,22,35,8,12,13
69,16,28,11,16,19,5
69,17,3,38,25,4,10
69,18,24,31,30,23,17
70,1,34,7,9,39,38
70,2,13,11,40,31,26
70,3,15,8,33,18,4
70,4,10,28,35,29,23
70,5,39,37,14,27,1
70,6,17,30,5,22,25
70,7,12,16,21,7,19
70,8,40,18,6,20,24
70,9,27,2,32,29,13
70,10,33,25,36,26,14
70,11,21,17,16,34,3
70,12,39,5,24,11,1
70,13,31,6,10,12,18
70,14,30,32,19,38,20
70,15,9,36,35,37,4
70,16,6,40,28,15,22
70,17,14,1,34,2,17
70,18,23,29,3,19,8
71,1,22,33,20,35,29
71,2,38,13,31,21,39
71,3,36,15,30,34,8
71,4,4,23,26,2,18
71,5,5,1,35,6,11
71,6,7,19,40,10,17
71,7,29,39,25,37,3
71,8,30,12,9,28,27
71,9,24,38,11,14,32
71,10,1,4,26,22,34
71,11,40,37,21,13,16
71,12,25,27,15,19,5
71,13,35,34,7,33,2
71,14,18,36,23,17,6
71,15,10,24,9,8,37
71,16,20,14,27,16,31
71,17,3,39,22,33,12
71,18,32,5,18,28,7
72,1,34,31,3,9,32
72,2,26,10,38,5,30
72,3,24,7,17,4,20
72,4,8,14,2,6,21
72,5,27,35,37,29,15
72,6,19,12,13,36,9
72,7,33,23,1,25,40
72,8,28,16,39,20,26
72,9,37,22,11,18,8
72,10,19,32,14,30,34
72,11,16,29,15,24,33
72,12,1,28,36,35,12
72,13,7,25,13,22,38
72,14,39,11,21,4,40
72,15,5,3,10,2,18
72,16,31,30,6,23,27
72,17,37,33,19,17,26
72,18,35,24,16,8,25
73,1,25,40,28,20,37
73,2,13,5,4,14,33
73,3,2,1,12,38,24
73,4,20,8,29,21,32
73,5,3,17,40,36,35
73,6,30,9,25,18,16
73,7,22,34,10,39,15
73,8,8,21,7,27,5
73,9,4,6,35,9,38
73,10,15,20,2,12,11
73,11,21,3,24,23,13
73,12,6,26,31,7,19
73,13,37,2,1,10,30
73,14,18,13,17,16,34
73,15,36,38,39,31,25
73,16,14,26,22,40,29
73,17,23,19,27,11,28
73,18,32,31,33,15,4
74,1,9,22,19,2,39
74,2,12,37,32,5,23
74,3,13,31,8,1,20
74,4,29,28,17,30,21
74,5,38,27,18,26,35
74,6,3,15,7,9,14
74,7,22,6,34,24,36
74,8,40,4,32,16,10
74,9,26,12,8,13,30
74,10,31,18,37,25,21
74,11,39,35,23,14,6
74,12,27,10,11,17,13
74,13,16,36,5,29,2
74,14,33,40,18,8,9
74,15,24,1,15,26,28
74,16,25,19,12,34,4
74,17,17,38,20,23,22
74,18,11,33,30,3,7
75,1,14,17,31,13,30
75,2,7,16,33,6,27
75,3,34,37,23,38,40
75,4,9,25,26,11,20
75,5,19,24,36,32,8
75,6,35,15,13,7,2
75,7,6,29,14,10,12
75,8,5,27,22,31,3
75,9,30,39,40,1,18
75,10,21,9,23,15,4
75,11,36,14,20,37,11
75,12,32,5,25,39,17
75,13,10,21,28,22,38
75,14,4,3,27,35,34
75,15,12,18,1,19,29
75,16,26,10,24,33,31
75,17,28,2,4,25,6
75,18,8,17,38,12,16
76,1,29,11,9,31,10
76,2,15,34,5,3,20
76,3,22,23,30,4,7
76,4,1,32,29,6,9
76,5,11,40,2,21,26
76,6,25,14,12,24,15
76,7,33,13,6,37,19
76,8,17,8,38,28,29
76,9,9,35,16,5,39
76,10,1,25,21,3,10
76,11,32,20,2,27,33
76,12,23,7,8,35,26
76,13,38,4,31,36,37
76,14,18,13,22,24,1
76,15,16,30,34,11,28
76,16,17,19,7,40,14
76,17,31,23,3,32,12
76,18,10,18,39,27,36
77,1,20,10,35,19,5
77,2,30,40,14,32,8
77,3,24,21,39,2,17
77,4,3,11,33,28,36
77,5,6,37,1,16,15
77,6,13,26,4,38,27
77,7,40,9,20,22,12
77,8,23,33,5,21,18
77,9,29,31,25,7,34
77,10,11,8,19,39,15
77,11,28,1,9,4,14
77,12,2,16,13,23,36
77,13,21,32,37,35,7
77,14,12,20,18,17,4
77,15,38,27,3,29,24
77,16,34,30,26,25,6
77,17,8,5,10,14,22
77,18,2,35,28,18,31
78,1,40,24,2,8,35
78,2,11,7,13,12,39
78,3,21,34,36,27,14
78,4,5,29,17,26,9
78,5,28,15,10,40,38
78,6,39,1,31,20,23
78,7,36,6,8,25,22
78,8,4,24,32,19,16
78,9,15,12,27,26,21
78,10,35,38,9,30,33
78,11,37,7,34,5,1
78,12,20,3,40,29,6
78,13,14,18,11,32,25
78,14,23,28,15,10,13
78,15,22,39,16,33,17
78,16,19,4,5,8,31
78,17,7,36,24,9,20
78,18,18,2,30,37,3
79,1,27,9,28,21,8
79,2,24,23,6,38,11
79,3,26,29,36,15,32
79,4,14,10,39,34,33
79,5,31,17,27,22,37
79,6,7,5,12,18,16
79,7,8,4,11,1,3
79,8,9,25,23,13,2
79,9,30,28,24,32,37
79,10,26,3,18,39,19
79,11,27,33,1,36,40
79,12,38,19,21,20,30
79,13,16,31,15,14,2
79,14,35,34,40,5,13
79,15,10,21,6,22,32
79,16,4,12,29,30,39
79,17,25,35,20,1,17
79,18,19,22,7,2,38
80,1,30,16,22,11,26
80,2,18,38,1,34,19
80,3,33,20,29,13,12
80,4,17,32,35,11,6
80,5,5,39,36,7,28
80,6,15,23,30,27,25
80,7,2,8,26,31,9
80,8,37,10,34,40,14
80,9,6,38,21,16,4
80,10,29,11,19,24,22
80,11,12,33,3,25,35
80,12,36,27,17,9,10
80,13,2,20,14,28,7
80,14,3,26,16,13,37
80,15,40,31,38,24,5
80,16,32,22,15,36,18
80,17,1,30,8,7,21
80,18,29,3,4,23,39
81,1,8,6,34,12,30
81,2,20,9,37,38,18
81,3,39,26,25,21,24
81,4,7,31,10,3,11
81,5,6,13,32,15,8
81,6,34,36,16,35,29
81,7,17,19,1,33,23
81,8,22,37,12,2,27
81,9,13,14,4,5,28
81,10,31,15,33,34,21
81,11,27,39,32,6,20
81,12,29,2,30,10,40
81,13,3,14,38,16,1
81,14,25,24,26,28,7
81,15,11,17,35,4,18
81,16,13,22,9,19,21
81,17,12,40,23,36,5
81,18,16,37,25,8,10
82,1,38,12,39,33,14
82,2,18,11,27,40,15
82,3,24,35,10,4,26
82,4,9,7,23,32,16
82,5,17,6,5,1,2
82,6,20,30,3,13,36
82,7,33,28,29,8,37
82,8,15,21,31,19,35
82,9,32,25,40,22,34
82,10,12,9,11,17,24
82,11,1,29,7,27,13
82,12,5,16,30,31,20
82,13,14,36,37,6,19
82,14,21,34,18,3,28
82,15,39,8,2,38,25
82,16,4,15,22,26,23
82,17,10,18,13,6,33
82,18,21,20,14,29,5
83,1,38,8,20,36,26
83,2,31,32,28,12,6
83,3,40,7,21,17,11
83,4,19,1,15,10,29
83,5,24,30,14,9,33
83,6,37,35,34,23,39
83,7,3,13,32,2,38
83,8,25,22,5,4,27
83,9,36,1,16,11,31
83,10,26,14,37,18,17
83,11,9,3,6,15,40
83,12,34,2,35,20,22
83,13,28,27,19,24,16
83,14,10,12,21,37,23
83,15,7,39,4,30,15
83,16,1,5,9,33,32
83,17,35,13,18,25,29
83,18,23,24,17,8,3
84,1,2,25,11,19,36
84,2,4,28,40,3,22
84,3,23,30,27,14,35
84,4,20,32,39,9,10
84,5,33,17,4,34,2
84,6,36,15,25,21,5
84,7,26,6,22,14,1
84,8,16,40,3,31,19
84,9,18,4,24,36,37
84,10,11,34,33,12,26
84,11,19,27,8,35,28
84,12,5,6,29,7,38
84,13,39,15,24,20,13
84,14,37,21,2,1,30
84,15,32,10,26,16,12
84,16,8,18,31,29,23
84,17,34,40,13,39,9
84,18,15,11,7,17,38
85,1,35,19,33,30,22
85,2,28,26,17,39,31
85,3,25,38,10,23,1
85,4,15,5,33,37,3
85,5,2,36,12,30,40
85,6,22,16,14,18,7
85,7,21,9,19,20,4
85,8,29,33,13,32,11
85,9,35,1,28,40,8
85,10,30,18,39,5,27
85,11,3,2,7,10,24
85,12,23,29,36,26,34
85,13,37,4,6,11,25
85,14,27,12,38,31,9
85,15,14,21,8,17,32
85,16,13,28,35,15,16
85,17,6,24,20,27,34
85,18,32,3,19,26,2
86,1,39,32,37,40,19
86,2,13,5,34,38,11
86,3,28,23,18,10,20
86,4,4,25,31,12,7
86,5,22,33,21,24,1
86,6,30,26,9,15,6
86,7,40,27,16,17,29
86,8,14,39,3,35,36
86,9,8,10,5,4,2
86,10,33,38,28,32,25
86,11,26,37,1,20,11
86,12,18,34,15,19,17
86,13,12,22,6,3,21
86,14,27,13,36,7,8
86,15,16,2,29,25,9
86,16,24,31,23,35,14
86,17,10,37,17,27,30
86,18,11,22,2,28,39
87,1,31,11,30,10,3
87,2,6,2,1,39,15
87,3,19,14,12,13,25
87,4,34,7,32,23,27
87,5,5,40,26,38,35
87,6,20,8,16,33,4
87,7,36,37,9,22,28
87,8,30,29,18,21,24
87,9,25,17,40,6,7
87,10,1,13,4,34,10
87,11,23,19,11,9,14
87,12,38,36,33,18,31
87,13,15,20,22,29,37
87,14,17,5,30,28,12
87,15,8,16,39,21,34
87,16,26,4,27,2,33
87,17,7,35,24,37,32
87,18,9,3,12,1,18
88,1,13,30,34,17,28
88,2,1,8,14,15,31
88,3,40,23,6,16,33
88,4,29,39,19,35,10
88,5,20,36,7,3,17
88,6,37,21,13,31,38
88,7,4,32,2,14,18
88,8,27,1,20,25,40
88,9,22,23,24,5,13
88,10,28,6,36,10,19
88,11,39,11,27,26,21
88,12,35,9,37,12,24
88,13,3,25,38,16,30
88,14,36,4,32,14,29
88,15,2,26,23,7,33
88,16,31,34,22,9,5
88,17,21,18,40,6,35
88,18,12,38,8,11,15
89,1,36,16,12,23,39
89,2,6,31,30,20,13
89,3,17,12,5,1,32
89,4,4,24,11,36,40
89,5,16,10,26,7,9
89,6,3,15,29,37,27
89,7,38,34,28,2,14
89,8,18,19,25,5,23
89,9,33,35,11,21,16
89,10,40,27,31,22,32
89,11,10,24,20,18,12
89,12,7,14,39,13,4
89,13,5,28,21,26,3
89,14,9,33,29,8,6
89,15,19,2,38,37,23
89,16,24,1,15,30,36
89,17,32,20,3,34,35
89,18,22,17,25,39,8
90,1,32,25,10,21,13
90,2,19,7,37,33,31
90,3,11,18,34,8,27
90,4,29,40,24,28,38
90,5,20,16,15,2,5
90,6,9,35,4,1,6
90,7,23,36,3,13,26
90,8,31,39,25,34,30
90,9,12,22,14,29,17
90,10,38,27,19,4,16
90,11,39,37,5,32,1
90,12,14,11,21,23,20
90,13,8,30,35,12,26
90,14,6,3,17,24,2
90,15,7,9,10,36,22
90,16,18,33,28,40,15
90,17,11,29,35,25,5
90,18,34,19,1,6,26
91,1,17,32,16,35,36
91,2,34,4,9,19,3
91,3,5,14,33,24,27
91,4,13,16,22,1,18
91,5,35,7,6,38,15
91,6,10,23,40,17,8
91,7,21,29,31,2,36
91,8,37,26,25,28,20
91,9,30,13,32,19,11
91,10,27,6,38,18,39
91,11,4,21,7,40,12
91,12,15,17,9,14,25
91,13,16,5,34,10,24
91,14,33,8,39,3,22
91,15,37,23,30,4,29
91,16,1,28,20,31,7
91,17,26,38,18,9,32
91,18,2,12,27,22,11
92,1,25,22,35,30,3
92,2,19,4,12,15,40
92,3,33,5,36,39,9
92,4,7,18,2,29,34
92,5,24,8,27,13,25
92,6,16,6,14,28,37
92,7,1,10,31,11,35
92,8,22,15,23,32,20
92,9,9,17,13,18,21
92,10,24,26,40,39,29
92,11,28,34,36,12,8
92,12,14,30,38,3,1
92,13,31,20,17,33,4
92,14,2,11,37,40,13
92,15,23,21,6,27,10
92,16,30,7,8,5,19
92,17,32,31,26,16,24
92,18,15,37,17,38,34
93,1,36,20,40,30,38
93,2,29,32,34,27,1
93,3,10,15,33,14,25
93,4,11,28,16,4,18
93,5,8,19,24,20,37
93,6,35,2,27,9,13
93,7,38,6,22,5,10
93,8,26,40,21,33,30
93,9,3,39,32,7,28
93,10,6,31,11,34,12
93,11,14,19,26,29,17
93,12,18,25,8,23,2
93,13,5,36,35,31,4
93,14,13,24,12,15,39
93,15,17,33,3,37,16
93,16,40,14,7,22,21
93,17,28,9,23,29,1
93,18,20,39,19,2,6
94,1,24,3,36,6,14
94,2,11,30,2,16,9
94,3,25,12,1,26,7
94,4,19,20,29,13,33
94,5,38,35,24,17,22
94,6,27,37,10,31,14
94,7,21,4,15,36,34
94,8,6,28,8,11,32
94,9,39,35,18,10,26
94,10,17,1,13,40,19
94,11,33,27,30,7,23
94,12,12,29,5,21,16
94,13,39,34,38,25,37
94,14,9,2,28,15,31
94,15,8,13,4,20,22
94,16,18,23,3,5,40
94,17,10,38,33,36,32
94,18,34,11,9,24,7
95,1,29,10,39,11,1
95,2,4,32,28,24,23
95,3,14,12,2,33,18
95,4,21,38,20,3,9
95,5,16,27,31,25,19
95,6,22,8,26,37,36
95,7,5,13,15,7,35
95,8,30,17,6,4,39
95,9,34,40,18,20,10
95,10,27,3,19,12,28
95,11,1,16,23,22,38
95,12,31,26,36,13,6
95,13,2,21,17,5,24
95,14,32,15,25,30,29
95,15,37,33,34,35,26
95,16,40,5,9,8,14
95,17,29,22,11,3,31
95,18,7,18,37,6,16
96,1,20,31,23,26,17
96,2,36,1,8,38,11
96,3,13,10,28,25,3
96,4,22,24,14,34,19
96,5,12,40,16,32,2
96,6,37,9,21,39,31
96,7,15,27,1,26,4
96,8,3,7,29,8,38
96,9,25,24,33,6,5
96,10,2,36,10,19,21
96,11,28,15,22,18,30
96,12,23,29,6,35,12
96,13,7,14,20,16,8
96,14,4,11,5,37,33
96,15,34,9,30,27,36
96,16,10,38,13,17,12
96,17,35,21,32,28,18
96,18,39,29,4,14,40
97,1,26,38,7,29,9
97,2,5,33,28,1,27
97,3,40,31,10,30,24
97,4,3,34,16,23,15
97,5,21,37,32,12,20
97,6,26,19,5,14,13
97,7,6,25,40,9,22
97,8,24,36,17,18,27
97,9,23,1,39,2,11
97,10,8,4,38,10,15
97,11,19,30,37,22,18
97,12,20,35,14,11,25
97,13,1,13,3,4,21
97,14,12,7,2,33,34
97,15,31,18,29,8,6
97,16,16,5,27,39,20
97,17,28,25,21,36,17
97,18,15,14,11,32,35
98,1,14,24,30,1,21
98,2,11,23,40,38,33
98,3,4,17,7,10,37
98,4,15,31,18,3,39
98,5,13,6,16,14,28
98,6,20,26,27,40,2
98,7,25,19,12,9,24
98,8,36,32,22,5,29
98,9,23,8,34,21,30
98,10,26,3,17,6,11
98,11,27,37,1,25,7
98,12,35,10,19,28,29
98,13,18,20,4,34,5
98,14,36,8,15,16,40
98,15,14,39,12,23,9
98,16,38,32,13,31,2
98,17,33,22,24,35,1
98,18,30,16,26,29,4
99,1,34,13,32,40,39
99,2,22,28,20,11,7
99,3,38,27,21,24,16
99,4,17,5,23,19,31
99,5,9,30,6,4,33
99,6,14,2,26,15,10
99,7,12,3,35,8,37
99,8,1,36,25,29,34
99,9,24,18,7,31,32
99,10,9,11,15,27,13
99,11,21,16,8,19,17
99,12,10,25,20,33,3
99,13,37,6,36,2,23
99,14,39,35,38,30,28
99,15,18,12,1,26,22
99,16,32,9,10,5,8
99,17,29,2,4,13,24
99,18,28,14,31,34,40
100,1,40,21,35,7,26
100,2,2,8,1,24,39
100,3,28,29,37,9,17
100,4,3,4,32,23,25
100,5,27,11,5,21,6
100,6,30,12,10,36,20
100,7,35,34,22,16,13
100,8,33,26,31,38,8
100,9,32,17,27,18,14
100,10,23,28,24,37,15
100,11,6,1,40,20,19
100,12,13,25,11,18,36
100,13,16,26,9,34,10
100,14,19,39,33,15,7
100,15,5,37,14,2,3
100,16,31,22,4,12,38
100,17,11,33,19,32,30
100,18,25,40,29,20,3
101,1,17,20,15,35,2
101,2,36,7,39,22,23
101,3,26,5,25,12,28
101,4,11,10,3,24,19
101,5,8,13,37,40,27
101,6,6,7,33,17,34
101,7,1,35,14,31,4
101,8,30,20,24,38,5
101,9,21,15,29,33,12
101,10,37,9,18,1,16
101,11,7,23,13,32,30
101,12,22,10,2,27,29
101,13,16,21,25,39,31
101,14,5,34,8,6,15
101,15,38,18,19,14,36
101,16,40,23,9,11,35
101,17,3,4,12,28,27
101,18,17,39,22,26,32
102,1,9,22,3,21,14
102,2,33,36,28,12,11
102,3,34,31,2,19,25
102,4,4,22,7,10,8
102,5,20,27,26,35,23
102,6,24,38,40,15,37
102,7,18,33,39,13,21
102,8,29,14,7,5,6
102,9,2,1,17,28,30
102,10,15,12,32,27,10
102,11,39,6,20,4,16
102,12,35,19,5,36,38
102,13,24,29,13,34,37
102,14,8,26,11,30,18
102,15,31,17,23,25,40
102,16,32,16,3,9,1
102,17,10,11,21,37,5
102,18,19,28,16,23,22
103,1,27,3,30,7,31
103,2,35,10,16,17,33
103,3,12,40,18,19,4
103,4,38,28,26,6,13
103,5,25,24,8,32,9
103,6,39,20,14,2,36
103,7,29,15,21,1,23
103,8,22,27,34,11,17
103,9,37,30,6,5,12
103,10,40,32,36,3,33
103,11,13,1,31,8,20
103,12,7,2,25,21,35
103,13,15,19,5,39,9
103,14,34,23,38,14,10
103,15,28,24,4,18,26
103,16,7,40,1,16,12
103,17,31,37,35,22,39
103,18,11,38,29,16,20
104,1,32,19,6,26,37
104,2,36,5,3,17,1
104,3,30,16,15,25,14
104,4,27,29,39,40,10
104,5,2,4,38,32,21
104,6,20,18,9,7,28
104,7,13,12,23,35,8
104,8,33,6,31,24,22
104,9,26,25,34,11,4
104,10,18,15,17,3,29
104,11,16,30,2,36,13
104,12,9,33,1,38,27
104,13,14,8,12,39,24
104,14,5,31,28,10,40
104,15,21,34,20,22,19
104,16,4,35,37,15,36
104,17,6,7,24,23,11
104,18,33,2,18,8,3
105,1,10,26,5,23,18
105,2,9,13,27,4,17
105,3,8,36,19,29,7
105,4,39,21,11,28,15
105,5,20,14,33,34,32
105,6,10,3,13,1,6
105,7,22,40,2,30,5
105,8,12,38,37,18,25
105,9,3,24,35,27,16
105,10,8,17,28,9,2
105,11,1,32,12,31,34
105,12,11,39,30,7,38
105,13,25,36,14,37,26
105,14,6,20,18,21,35
105,15,23,9,29,33,31
105,16,17,16,40,38,4
105,17,24,25,22,20,15
105,18,19,8,30,27,29
106,1,21,6,36,12,9
106,2,25,13,33,14,27
106,3,31,35,10,18,30
106,4,32,1,38,19,21
106,5,29,2,6,28,34
106,6,13,22,15,5,26
106,7,35,4,36,9,23
106,8,17,39,24,20,12
106,9,40,11,19,3,14
106,10,15,31,27,36,7
106,11,37,33,10,4,2
106,12,1,17,8,22,11
106,13,30,3,21,26,34
106,14,16,7,20,12,5
106,15,27,32,25,6,18
106,16,28,9,33,40,24
106,17,38,14,22,13,29
106,18,23,37,39,16,8
107,1,4,19,31,13,28
107,2,35,30,25,33,1
107,3,10,12,11,29,20
107,4,14,21,7,17,37
107,5,2,23,32,15,22
107,6,36,27,26,16,24
107,7,34,38,9,39,3
107,8,5,18,8,31,40
107,9,29,22,4,21,33
107,10,19,10,16,25,6
107,11,7,3,13,24,23
107,12,40,1,35,2,39
107,13,27,5,34,11,9
107,14,12,26,17,15,38
107,15,30,28,32,37,20
107,16,4,14,10,8,6
107,17,18,34,36,1,7
107,18,5,29,26,39,32
108,1,22,30,9,14,12
108,2,18,5,38,2,13
108,3,21,27,23,8,25
108,4,3,15,1,20,31
108,5,33,39,19,26,17
108,6,34,28,7,10,35
108,7,29,37,24,30,4
108,8,11,40,16,36,32
108,9,2,31,6,27,12
108,10,18,15,23,33,19
108,11,26,9,3,20,8
108,12,28,34,14,4,16
108,13,6,25,17,35,38
108,14,13,36,40,22,37
108,15,31,10,21,32,24
108,16,19,23,28,1,5
108,17,39,4,27,38,7
108,18,25,29,16,2,11
109,1,37,18,29,9,31
109,2,36,17,13,30,10
109,3,8,35,34,15,40
109,4,3,22,5,4,25
109,5,32,7,2,19,26
109,6,1,11,18,24,39
109,7,38,14,20,23,27
109,8,16,33,21,13,28
109,9,12,19,35,6,3
109,10,17,36,31,25,39
109,11,15,9,1,10,14
109,12,28,27,37,34,22
109,13,8,20,4,32,33
109,14,23,6,30,40,21
109,15,5,12,17,29,35
109,16,7,2,9,24,19
109,17,13,16,15,31,11
109,18,26,21,8,28,38
110,1,23,24,4,12,34
110,2,19,35,39,27,30
110,3,7,25,5,8,28
110,4,37,33,36,38,1
110,5,40,31,14,26,18
110,6,3,21,2,11,4
110,7,9,32,20,13,35
110,8,6,28,22,39,36
110,9,34,8,23,17,29
110,10,25,40,30,7,15
110,11,2,10,22,18,16
110,12,39,13,12,3,33
110,13,24,20,29,31,36
110,14,17,26,32,1,5
110,15,21,6,15,19,10
110,16,38,30,25,9,16
110,17,14,3,11,37,2
110,18,33,15,28,29,27
111,1,22,9,19,17,40
111,2,7,29,35,14,26
111,3,20,23,11,36,5
111,4,15,24,30,17,2
111,5,1,40,4,33,25
111,6,31,8,12,37,19
111,7,16,32,6,34,18
111,8,27,35,21,13,9
111,9,24,11,10,25,28
111,10,30,1,12,23,22
111,11,26,2,33,34,31
111,12,14,13,39,5,8
111,13,29,38,40,7,32
111,14,36,18,27,3,19
