respondent_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
216,2.610974,2.509799,2.504969,2.550732,2.495692,2.419330,2.498372,2.392193,2.494477,2.582731,2.321431,2.444480,2.380940,2.536610,2.594124,2.443738,2.475736,2.614319,2.469370,2.607937,2.317677,2.655576,2.575313,2.355341,2.511013,2.461663,2.512715,2.558935,2.462651,2.397138,2.516332,2.363153,2.516499,2.522688,2.530141,2.545573,2.616154,2.408874,2.591478,2.633132
219,2.453553,2.549941,2.406518,2.447961,2.610804,2.456501,2.523119,2.549840,2.439383,2.484920,2.471136,2.402706,2.427249,2.504458,2.433666,2.559686,2.648203,2.367006,2.457105,2.627585,2.521824,2.503794,2.445211,2.492362,2.422986,2.495147,2.547870,2.409664,2.672633,2.496278,2.533217,2.550243,2.576507,2.677546,2.417214,2.563507,2.477568,2.386533,2.522483,2.466074
220,2.457827,2.593230,2.436941,2.479036,2.556075,2.417408,2.561525,2.625631,2.429520,2.380331,2.449888,2.682321,2.528044,2.567848,2.523321,2.492667,2.455809,2.418067,2.382059,2.523988,2.507541,2.239982,2.536874,2.519186,2.522214,2.332715,2.390350,2.697700,2.453823,2.535523,2.559347,2.511390,2.584867,2.488039,2.533538,2.448113,2.655357,2.602855,2.459476,2.459575
221,2.350039,2.620389,2.439040,2.529088,2.488046,2.432500,2.305184,2.506098,2.603221,2.544832,2.589858,2.557499,2.670167,2.524437,2.480967,2.525344,2.420959,2.521392,2.553250,2.549715,2.475458,2.447386,2.590363,2.601377,2.375301,2.503018,2.415805,2.431580,2.473994,2.348274,2.653754,2.455852,2.526723,2.440795,2.459851,2.559238,2.564130,2.450941,2.512180,2.501955
222,2.599077,2.541441,2.545343,2.511088,2.474501,2.402733,2.456899,2.528830,2.456878,2.666191,2.535814,2.498367,2.502130,2.508735,2.647010,2.590338,2.558678,2.451199,2.310275,2.338626,2.522228,2.577688,2.646657,2.449629,2.447266,2.517508,2.440190,2.463331,2.483724,2.409162,2.525768,2.344761,2.411427,2.700022,2.573746,2.514020,2.512632,2.414997,2.320294,2.600797
223,2.494000,2.609413,2.406204,2.316967,2.385745,2.444966,2.330497,2.588594,2.552540,2.529961,2.328174,2.473899,2.635687,2.475800,2.553823,2.471191,2.534539,2.654904,2.548674,2.475579,2.537758,2.471265,2.538261,2.399818,2.657079,2.493484,2.518187,2.406208,2.352989,2.490766,2.573689,2.584943,2.401576,2.534526,2.482196,2.560004,2.436168,2.619297,2.612822,2.517808
224,2.305067,2.552698,2.383954,2.517038,2.634636,2.433291,2.584850,2.488826,2.464999,2.397584,2.463590,2.661414,2.522141,2.462820,2.519251,2.512030,2.626085,2.387949,2.454643,2.596871,2.602717,2.419400,2.380479,2.391585,2.275644,2.607113,2.505057,2.386157,2.355648,2.544869,2.701564,2.674095,2.540215,2.544430,2.476710,2.511766,2.587128,2.508451,2.514246,2.502990
225,2.485519,2.503679,2.468798,2.447221,2.553477,2.587157,2.470675,2.477270,2.483435,2.489725,2.568697,2.397196,2.551149,2.640003,2.535915,2.533338,2.423275,2.593080,2.476210,2.487816,2.479573,2.371957,2.600247,2.654893,2.519079,2.450466,2.547860,2.435417,2.568688,2.552237,2.516281,2.434348,2.493283,2.424903,2.513291,2.370688,2.442125,2.492656,2.575145,2.383228
226,2.465446,2.484442,2.674882,2.421974,2.542967,2.608409,2.579154,2.560134,2.538223,2.500778,2.430860,2.440650,2.501511,2.403865,2.488156,2.392650,2.518996,2.392277,2.643662,2.583120,2.570802,2.571020,2.482773,2.423539,2.417271,2.423697,2.522912,2.386930,2.492042,2.497881,2.574627,2.370570,2.721732,2.499212,2.374269,2.620896,2.530540,2.444284,2.436680,2.466166
227,2.407541,2.556995,2.657911,2.577022,2.435040,2.480348,2.539007,2.468829,2.498885,2.484479,2.550813,2.535238,2.448713,2.540975,2.455110,2.614314,2.530073,2.434799,2.606786,2.458245,2.339472,2.480462,2.513685,2.539856,2.550653,2.369224,2.374752,2.552770,2.583660,2.481235,2.572995,2.382699,2.544123,2.441193,2.297325,2.411258,2.617264,2.661260,2.485082,2.519910
228,2.567335,2.553778,2.569301,2.528467,2.517378,2.405282,2.622747,2.624075,2.587458,2.500525,2.668508,2.590860,2.522289,2.513579,2.447500,2.499547,2.526434,2.443120,2.330377,2.513195,2.478980,2.325832,2.513667,2.459298,2.525816,2.463536,2.516936,2.474201,2.493873,2.348378,2.504272,2.545386,2.536512,2.440904,2.355550,2.592763,2.466477,2.424937,2.457859,2.543067
229,2.550709,2.591293,2.509774,2.612110,2.469142,2.586908,2.508243,2.573407,2.343728,2.668110,2.493903,2.400106,2.550769,2.287328,2.402561,2.502069,2.359973,2.527395,2.507994,2.533952,2.559196,2.538258,2.497849,2.490579,2.600551,2.514964,2.555247,2.469000,2.425201,2.526323,2.567177,2.447831,2.577883,2.406001,2.486856,2.467578,2.572719,2.382017,2.430368,2.504928
230,2.531872,2.569586,2.374272,2.539263,2.505274,2.590862,2.540881,2.604466,2.438322,2.609685,2.295182,2.468149,2.519466,2.399961,2.615480,2.410293,2.413578,2.541931,2.462976,2.431045,2.743649,2.595035,2.556873,2.605771,2.439602,2.415769,2.403233,2.373439,2.307556,2.705568,2.602134,2.498021,2.354363,2.691262,2.480865,2.438708,2.519667,2.576987,2.406514,2.422441
231,2.464398,2.523340,2.493009,2.399438,2.492710,2.559121,2.369172,2.382244,2.388036,2.306509,2.533311,2.470004,2.514018,2.463646,2.623163,2.522231,2.423339,2.607674,2.565392,2.658988,2.249063,2.315823,2.461039,2.632772,2.690823,2.473381,2.485366,2.645518,2.528079,2.405737,2.418579,2.496001,2.665235,2.543227,2.548788,2.500126,2.680851,2.609065,2.497225,2.393562
232,2.483287,2.504763,2.428576,2.456232,2.535109,2.539367,2.627082,2.561222,2.442898,2.362740,2.310266,2.373497,2.469497,2.740945,2.544889,2.660031,2.391401,2.472443,2.482554,2.445777,2.482922,2.602854,2.451072,2.580065,2.461677,2.519530,2.494985,2.493405,2.541174,2.505046,2.573363,2.357138,2.565250,2.440524,2.548956,2.433083,2.597633,2.497230,2.505547,2.515974
233,2.584263,2.482130,2.477915,2.531732,2.373667,2.650817,2.580601,2.463447,2.337052,2.439969,2.514655,2.443589,2.593765,2.680247,2.460777,2.511777,2.652789,2.408115,2.453363,2.266355,2.627706,2.482607,2.446952,2.337532,2.447296,2.398517,2.494914,2.576888,2.513352,2.575632,2.688249,2.515194,2.292993,2.446430,2.418691,2.440566,2.658484,2.583913,2.657616,2.489445
234,2.522565,2.569477,2.665287,2.395331,2.366147,2.435150,2.466943,2.528036,2.529891,2.496752,2.515137,2.501442,2.604851,2.487799,2.411037,2.539195,2.496896,2.455679,2.483621,2.378211,2.565306,2.395219,2.459442,2.539343,2.367866,2.521276,2.564873,2.456953,2.542969,2.523613,2.481501,2.545989,2.553109,2.500661,2.465293,2.625721,2.556038,2.441058,2.556839,2.487484
235,2.559074,2.452375,2.428692,2.490302,2.389226,2.478807,2.528039,2.698812,2.396052,2.625232,2.480891,2.524648,2.614424,2.477417,2.508322,2.507145,2.558857,2.340468,2.475874,2.595541,2.610510,2.462735,2.462554,2.464967,2.456077,2.476650,2.559553,2.514367,2.418778,2.752919,2.470013,2.537335,2.343432,2.463287,2.566944,2.481293,2.252818,2.375113,2.565242,2.635217
236,2.525093,2.468682,2.468645,2.547340,2.466813,2.457576,2.419360,2.527065,2.590277,2.741800,2.424905,2.366954,2.377697,2.796977,2.500035,2.573648,2.544745,2.384909,2.503396,2.480916,2.453139,2.664881,2.481407,2.358017,2.383569,2.336422,2.459678,2.564701,2.395456,2.609700,2.626178,2.492289,2.391402,2.518720,2.579292,2.440651,2.477813,2.581138,2.509721,2.508993
237,2.589004,2.524614,2.470388,2.418081,2.445059,2.478543,2.576467,2.515674,2.355475,2.411328,2.588522,2.548906,2.427126,2.670724,2.414306,2.407151,2.509721,2.470880,2.661517,2.569778,2.416493,2.645111,2.509236,2.361399,2.587231,2.723972,2.417441,2.486665,2.592233,2.480323,2.326695,2.426188,2.579898,2.543957,2.429038,2.512922,2.501109,2.425945,2.498629,2.482251
238,2.617663,2.559148,2.411838,2.511018,2.540884,2.445991,2.589869,2.420665,2.525587,2.620745,2.386497,2.505241,2.478628,2.578368,2.348884,2.559417,2.463456,2.366746,2.399016,2.462997,2.549634,2.582155,2.529517,2.513162,2.597284,2.545047,2.425634,2.555876,2.452621,2.574355,2.532515,2.347444,2.553942,2.422053,2.482281,2.494043,2.508705,2.543922,2.455335,2.541819
241,2.562907,2.509491,2.391776,2.399278,2.583674,2.386915,2.641998,2.489011,2.514850,2.448603,2.442689,2.296783,2.725549,2.464240,2.642092,2.545055,2.547345,2.594261,2.730008,2.329626,2.536631,2.552525,2.451510,2.565768,2.424499,2.390764,2.436500,2.421492,2.467535,2.444656,2.467422,2.582462,2.454981,2.493754,2.463896,2.350855,2.533591,2.495971,2.521682,2.697353
242,2.591850,2.516443,2.496660,2.531396,2.560739,2.468691,2.436802,2.389130,2.384684,2.519687,2.609453,2.469016,2.403749,2.621148,2.408575,2.551248,2.402991,2.625805,2.528647,2.493010,2.507189,2.431871,2.556044,2.438975,2.540572,2.483971,2.608734,2.459917,2.511368,2.471357,2.372613,2.599526,2.497496,2.568546,2.376784,2.632843,2.426043,2.516729,2.467463,2.522235
243,2.564423,2.432226,2.434240,2.437360,2.446607,2.405314,2.415624,2.535914,2.603300,2.541693,2.651034,2.463854,2.483096,2.532734,2.417897,2.396262,2.594149,2.460840,2.431046,2.570845,2.616255,2.571269,2.473848,2.420690,2.449870,2.391190,2.401947,2.613147,2.566668,2.512580,2.492071,2.522210,2.451400,2.629791,2.359459,2.565073,2.339891,2.580625,2.652228,2.571329
244,2.637676,2.389568,2.457038,2.551915,2.588034,2.507307,2.470599,2.458037,2.550078,2.515030,2.298878,2.503384,2.483611,2.420693,2.346508,2.650579,2.433821,2.554801,2.504838,2.481138,2.615151,2.500801,2.465217,2.458965,2.516001,2.548901,2.516138,2.549110,2.390084,2.559569,2.433672,2.430110,2.607102,2.661606,2.480652,2.551437,2.426341,2.400420,2.539857,2.545334
245,2.542611,2.543293,2.607280,2.480174,2.638486,2.550280,2.346936,2.623659,2.471313,2.705732,2.483161,2.471135,2.545509,2.390240,2.589085,2.405666,2.411598,2.512453,2.526999,2.284466,2.442258,2.620976,2.492830,2.486111,2.368486,2.668530,2.546945,2.442380,2.440935,2.459257,2.579326,2.381641,2.487786,2.557500,2.431768,2.552029,2.470294,2.617076,2.409028,2.414767
246,2.674251,2.476686,2.510538,2.492531,2.446160,2.473640,2.610419,2.519676,2.578012,2.449410,2.513675,2.327315,2.507010,2.519866,2.502198,2.470029,2.484578,2.335465,2.559604,2.496847,2.507172,2.562131,2.548991,2.524617,2.475645,2.454230,2.662211,2.534984,2.397743,2.557869,2.475409,2.463101,2.414397,2.467080,2.483493,2.492974,2.388719,2.539678,2.553420,2.548229
249,2.518799,2.471444,2.647380,2.419687,2.544931,2.395134,2.379519,2.452904,2.609420,2.568717,2.409858,2.498186,2.462907,2.403051,2.502882,2.422003,2.671412,2.501849,2.539051,2.512361,2.505365,2.525609,2.610827,2.400570,2.558577,2.318383,2.365540,2.460879,2.605949,2.561898,2.642311,2.495594,2.744356,2.583102,2.511380,2.443707,2.336390,2.360610,2.593485,2.443975
250,2.569795,2.587362,2.497331,2.545894,2.516513,2.492693,2.449397,2.560480,2.386127,2.618056,2.534544,2.531451,2.409200,2.582176,2.534507,2.461816,2.519357,2.444044,2.491775,2.420869,2.483695,2.409037,2.466676,2.449105,2.562835,2.478871,2.528543,2.370194,2.506398,2.623658,2.541970,2.425158,2.451182,2.604122,2.421676,2.526034,2.377826,2.618592,2.432724,2.568319
251,2.525231,2.493168,2.498686,2.422204,2.473299,2.445616,2.389342,2.475156,2.562264,2.501492,2.397888,2.597689,2.378709,2.453886,2.534635,2.450142,2.540155,2.499389,2.496320,2.677709,2.376453,2.728454,2.352382,2.564409,2.553178,2.415550,2.670441,2.552420,2.526853,2.707340,2.476181,2.424944,2.538013,2.410368,2.524073,2.413379,2.606269,2.492159,2.452467,2.401685
252,2.470853,2.483459,2.415101,2.488525,2.600263,2.655584,2.395565,2.646530,2.459032,2.608902,2.398876,2.358059,2.414908,2.444787,2.325399,2.550712,2.672129,2.614717,2.544349,2.457535,2.458741,2.475166,2.512403,2.568926,2.425467,2.541470,2.481547,2.719895,2.349449,2.489227,2.432212,2.416637,2.502085,2.454631,2.408211,2.692638,2.522381,2.515962,2.584346,2.443320
254,2.525417,2.376492,2.611745,2.542659,2.366825,2.537768,2.388114,2.612313,2.442161,2.397744,2.474706,2.424264,2.438292,2.614770,2.609522,2.389730,2.566136,2.401240,2.575622,2.464162,2.541998,2.540824,2.381158,2.478546,2.376676,2.665606,2.536258,2.495509,2.390623,2.531434,2.607520,2.478340,2.392120,2.622772,2.562582,2.581194,2.486266,2.524042,2.474808,2.572046
255,2.520695,2.447462,2.406278,2.628877,2.454196,2.531041,2.588010,2.526090,2.507933,2.429399,2.584354,2.343799,2.584466,2.507391,2.505275,2.521668,2.602556,2.503150,2.643007,2.443763,2.472968,2.490807,2.417171,2.502867,2.483533,2.629850,2.443342,2.396532,2.513203,2.360721,2.623910,2.388768,2.651457,2.588641,2.400302,2.517698,2.423492,2.391908,2.638624,2.384795
256,2.487600,2.319347,2.561365,2.574554,2.512044,2.712034,2.561162,2.488290,2.571460,2.456009,2.457495,2.535663,2.482119,2.565632,2.598450,2.387882,2.430857,2.379695,2.384939,2.568785,2.490373,2.471166,2.461804,2.545134,2.405486,2.270100,2.501582,2.685463,2.437695,2.479931,2.403295,2.347545,2.459578,2.540603,2.542944,2.703432,2.555319,2.661038,2.549496,2.452631
257,2.638743,2.549438,2.519906,2.377182,2.557075,2.513501,2.391375,2.528759,2.555027,2.534637,2.534082,2.561704,2.500778,2.536434,2.421019,2.509786,2.455608,2.449426,2.502154,2.390532,2.538751,2.565204,2.706518,2.551969,2.421772,2.540525,2.431475,2.447016,2.314446,2.638743,2.485040,2.676310,2.502699,2.530473,2.484346,2.562740,2.459943,2.335776,2.355959,2.423130
259,2.461841,2.470580,2.447358,2.559463,2.662849,2.511687,2.557497,2.798392,2.620436,2.695447,2.379770,2.466690,2.594272,2.573463,2.480708,2.579404,2.527369,2.609333,2.420113,2.604673,2.521146,2.357417,2.524295,2.518895,2.264283,2.548689,2.548106,2.486649,2.520814,2.480813,2.261520,2.357542,2.348630,2.520642,2.427901,2.516495,2.556228,2.415563,2.400114,2.402911
260,2.586057,2.577692,2.550002,2.558522,2.522678,2.599952,2.518053,2.360069,2.696952,2.655745,2.379770,2.480953,2.394643,2.479518,2.519056,2.443833,2.670267,2.422897,2.469725,2.511659,2.680939,2.499691,2.325418,2.531842,2.435205,2.499986,2.486525,2.477340,2.399950,2.222513,2.495690,2.570515,2.500052,2.452085,2.330402,2.434852,2.570572,2.636938,2.460809,2.590632
261,2.509838,2.463357,2.391501,2.606239,2.492071,2.613555,2.469849,2.795727,2.640504,2.372625,2.429075,2.641022,2.516745,2.556785,2.439529,2.558898,2.386296,2.557498,2.450001,2.434102,2.318278,2.610882,2.487240,2.452705,2.474185,2.552297,2.523099,2.584089,2.462036,2.503011,2.446214,2.361444,2.651569,2.503652,2.507420,2.508112,2.413996,2.510606,2.425284,2.378662
262,2.456134,2.349687,2.526157,2.502273,2.621546,2.455424,2.638104,2.306498,2.640881,2.714745,2.632922,2.442928,2.515554,2.275063,2.621348,2.423275,2.536448,2.405908,2.549010,2.522953,2.447835,2.472198,2.711143,2.347602,2.518598,2.409040,2.388410,2.457618,2.554575,2.529546,2.484621,2.409383,2.782265,2.563690,2.547978,2.329036,2.483875,2.449437,2.436464,2.539827
263,2.387571,2.636568,2.483440,2.634869,2.441337,2.506981,2.543529,2.525471,2.549982,2.466032,2.471517,2.458024,2.322837,2.388390,2.462189,2.590210,2.408203,2.543757,2.568440,2.609463,2.307538,2.414558,2.583235,2.675382,2.675385,2.529841,2.458935,2.398349,2.408177,2.424428,2.519637,2.397515,2.560063,2.450410,2.374934,2.556394,2.575748,2.476051,2.684945,2.529663
264,2.456566,2.399942,2.495001,2.447576,2.482313,2.545961,2.507429,2.691695,2.495865,2.478841,2.557352,2.511145,2.523597,2.585771,2.608043,2.415296,2.412559,2.638655,2.482543,2.523255,2.495997,2.537757,2.649365,2.589750,2.580137,2.639198,2.533701,2.363252,2.701688,2.315253,2.492981,2.366895,2.368928,2.400709,2.518089,2.539901,2.522886,2.336624,2.427889,2.359596
266,2.491539,2.454257,2.571440,2.535993,2.524890,2.414394,2.441747,2.460488,2.482612,2.432226,2.545978,2.533108,2.489603,2.510286,2.577740,2.591192,2.709368,2.476352,2.447693,2.515516,2.495058,2.590538,2.455674,2.386740,2.632358,2.435843,2.452598,2.494123,2.558986,2.493119,2.460698,2.574628,2.474414,2.469067,2.505535,2.421965,2.419112,2.499040,2.491068,2.483010
267,2.535151,2.453522,2.377462,2.466875,2.423160,2.508373,2.517490,2.374650,2.535749,2.465330,2.526571,2.418110,2.664506,2.430598,2.316349,2.605764,2.692199,2.528060,2.609716,2.486525,2.643210,2.460888,2.400429,2.352402,2.464297,2.489843,2.443001,2.421631,2.453216,2.523594,2.646453,2.584130,2.486699,2.681445,2.535168,2.548549,2.426074,2.556587,2.389431,2.556792
268,2.667370,2.442661,2.617239,2.666600,2.450719,2.314322,2.459815,2.400948,2.568337,2.632136,2.365062,2.596251,2.299273,2.528250,2.578655,2.470671,2.437532,2.571670,2.434425,2.537665,2.497611,2.635613,2.549046,2.525007,2.578654,2.406238,2.440577,2.414364,2.478223,2.659703,2.422847,2.577658,2.326627,2.661096,2.621333,2.421732,2.395229,2.297136,2.692388,2.359314
269,2.632290,2.430781,2.421562,2.658680,2.618327,2.600072,2.325555,2.381637,2.506170,2.529396,2.346365,2.425547,2.635620,2.420104,2.445973,2.652567,2.489647,2.478135,2.539763,2.741360,2.438873,2.520329,2.541952,2.407531,2.440003,2.498846,2.633281,2.560920,2.280948,2.382779,2.539473,2.484336,2.390913,2.564754,2.394799,2.625350,2.350345,2.637980,2.518217,2.508820
270,2.614505,2.491681,2.396085,2.616037,2.737669,2.367082,2.234185,2.382657,2.419958,2.533072,2.415599,2.701943,2.473387,2.388792,2.484799,2.542436,2.617056,2.575006,2.481698,2.327395,2.506999,2.446438,2.701885,2.361871,2.502695,2.597391,2.353969,2.388363,2.329279,2.522324,2.598289,2.544984,2.507661,2.643452,2.621572,2.582409,2.505326,2.442521,2.555641,2.485891
271,2.501955,2.489338,2.458724,2.458700,2.690375,2.427664,2.496249,2.501640,2.548661,2.300251,2.296310,2.582685,2.404714,2.655014,2.489368,2.469774,2.574420,2.472393,2.655858,2.476172,2.514544,2.495451,2.535595,2.471140,2.489586,2.331137,2.454420,2.639667,2.421631,2.674626,2.391530,2.571956,2.580326,2.553727,2.486484,2.458540,2.643794,2.467783,2.521642,2.346156
272,2.551225,2.549900,2.513030,2.576285,2.437641,2.384750,2.535349,2.409245,2.623879,2.442999,2.364084,2.482770,2.663324,2.438301,2.388374,2.512173,2.533054,2.462501,2.417000,2.522533,2.455810,2.427297,2.789325,2.567393,2.530600,2.440577,2.621828,2.551743,2.436843,2.546015,2.357617,2.350495,2.577900,2.495473,2.483130,2.349019,2.564867,2.502650,2.566752,2.576247
273,2.413123,2.524348,2.567246,2.458452,2.272325,2.621882,2.519913,2.559132,2.575952,2.486832,2.653527,2.554164,2.376183,2.605441,2.571429,2.387249,2.374647,2.613486,2.272746,2.461251,2.545296,2.502336,2.512370,2.415607,2.582292,2.571699,2.400721,2.574632,2.459061,2.594098,2.650736,2.555805,2.378248,2.450370,2.376800,2.611066,2.468324,2.565129,2.401809,2.514275
274,2.626718,2.547619,2.638679,2.424169,2.454524,2.615000,2.566351,2.569218,2.466171,2.703159,2.617183,2.303928,2.527601,2.584784,2.532107,2.626337,2.539395,2.432112,2.457508,2.455634,2.462822,2.412844,2.592654,2.468220,2.399176,2.322370,2.338447,2.323201,2.315914,2.497384,2.444668,2.596645,2.414802,2.592280,2.491924,2.560380,2.578304,2.557326,2.480579,2.461863
275,2.433978,2.442028,2.514228,2.544136,2.564698,2.558254,2.451949,2.367483,2.502885,2.536667,2.376853,2.493101,2.511637,2.646758,2.407784,2.738702,2.506083,2.328814,2.429296,2.646968,2.457350,2.555596,2.437507,2.549264,2.441411,2.393455,2.552481,2.587613,2.400978,2.499514,2.508574,2.575550,2.460482,2.446989,2.472823,2.467076,2.640947,2.543533,2.609022,2.397535
276,2.348660,2.387208,2.309476,2.520521,2.446348,2.551705,2.674854,2.505364,2.824099,2.672742,2.598643,2.466449,2.336351,2.605379,2.506629,2.417869,2.626221,2.519585,2.662340,2.402245,2.416805,2.532678,2.460274,2.394130,2.440269,2.490639,2.531929,2.341895,2.529737,2.467463,2.462310,2.569910,2.383213,2.516619,2.494080,2.515263,2.664192,2.456681,2.452753,2.496472
277,2.313132,2.574509,2.590489,2.446610,2.562744,2.435900,2.582494,2.783703,2.488907,2.439673,2.468075,2.335788,2.735075,2.313489,2.585591,2.352976,2.546247,2.519397,2.390512,2.627685,2.547042,2.508924,2.497226,2.741729,2.329514,2.609224,2.450688,2.389315,2.529485,2.574836,2.493550,2.408099,2.507974,2.526941,2.493068,2.595911,2.393159,2.450745,2.395900,2.463671
278,2.761638,2.562219,2.479430,2.476721,2.573214,2.604961,2.424497,2.573834,2.444921,2.492795,2.519571,2.510939,2.459329,2.484295,2.608009,2.513302,2.548003,2.409710,2.585914,2.613433,2.659998,2.381892,2.520363,2.416550,2.379979,2.420691,2.481124,2.430909,2.335256,2.455997,2.469444,2.544389,2.418879,2.562994,2.397665,2.622404,2.432019,2.440988,2.486568,2.495158
279,2.515659,2.509552,2.487790,2.527026,2.432377,2.484161,2.526152,2.667995,2.618373,2.331160,2.469871,2.371670,2.249051,2.493745,2.460407,2.462764,2.616995,2.653058,2.557789,2.500558,2.545307,2.550108,2.564185,2.402130,2.480311,2.207525,2.548856,2.497412,2.342369,2.436499,2.619188,2.714358,2.599507,2.635346,2.497562,2.594716,2.383051,2.423549,2.529551,2.492316
280,2.447636,2.536455,2.477150,2.411771,2.493227,2.437919,2.501016,2.486173,2.565880,2.652166,2.384800,2.620387,2.728433,2.432625,2.485845,2.552623,2.628049,2.343249,2.529888,2.577680,2.456302,2.525080,2.656760,2.466742,2.583380,2.401126,2.430959,2.436631,2.431080,2.507534,2.462540,2.280897,2.470481,2.572843,2.486632,2.563851,2.464952,2.439816,2.580946,2.488475
281,2.452212,2.634590,2.519434,2.656829,2.453935,2.591403,2.313386,2.452944,2.488402,2.482926,2.648274,2.445872,2.298642,2.602437,2.451945,2.636204,2.717425,2.371702,2.689492,2.453906,2.493509,2.398910,2.493199,2.443113,2.533362,2.657908,2.470947,2.474111,2.474831,2.405094,2.571761,2.449636,2.397906,2.389596,2.420297,2.504525,2.507439,2.578824,2.603125,2.369947
282,2.537785,2.360100,2.370579,2.626261,2.555781,2.448413,2.590030,2.567322,2.635325,2.505299,2.531826,2.372214,2.366209,2.452209,2.527228,2.398374,2.462582,2.281418,2.425813,2.333282,2.502193,2.572745,2.349957,2.534931,2.491044,2.566601,2.659308,2.481830,2.633261,2.395649,2.610692,2.465439,2.565493,2.418352,2.415720,2.559752,2.621740,2.580048,2.597388,2.629808
283,2.344621,2.416613,2.702969,2.433742,2.462278,2.412107,2.566361,2.474146,2.630894,2.497271,2.515356,2.467156,2.413482,2.606120,2.558503,2.519659,2.447112,2.511191,2.416620,2.605340,2.744075,2.325609,2.368356,2.521495,2.486869,2.489885,2.535937,2.397249,2.676777,2.600883,2.463410,2.646669,2.379992,2.482773,2.468328,2.419388,2.450252,2.495149,2.542718,2.502644
284,2.521811,2.535966,2.567005,2.469677,2.540508,2.438634,2.446469,2.525229,2.359802,2.576447,2.435361,2.527506,2.381020,2.509767,2.717923,2.540740,2.458768,2.565828,2.424187,2.474079,2.511798,2.700398,2.602235,2.645629,2.484713,2.496723,2.341358,2.535158,2.570135,2.583229,2.508449,2.475451,2.234808,2.529851,2.502518,2.360833,2.612987,2.367050,2.484616,2.435335
285,2.647277,2.489977,2.614102,2.522245,2.394800,2.475317,2.743085,2.462849,2.434299,2.579081,2.741230,2.480282,2.634213,2.423323,2.358540,2.555141,2.533044,2.434031,2.427205,2.396452,2.606785,2.540981,2.553140,2.430163,2.438961,2.345806,2.497892,2.335203,2.283171,2.585125,2.603974,2.685541,2.439817,2.417804,2.407701,2.511923,2.431381,2.507144,2.475814,2.555179
286,2.610728,2.361215,2.571530,2.286898,2.398752,2.391453,2.614758,2.486634,2.544680,2.662377,2.378179,2.472397,2.579467,2.543626,2.633169,2.528320,2.402396,2.530757,2.458428,2.528794,2.529774,2.548532,2.549108,2.330973,2.499267,2.527664,2.520352,2.562649,2.467295,2.490325,2.578009,2.445333,2.598656,2.552939,2.533203,2.471429,2.493791,2.432284,2.536844,2.347016
287,2.623951,2.393783,2.421424,2.566286,2.413286,2.567768,2.467407,2.643666,2.594635,2.607351,2.488466,2.478497,2.345536,2.499177,2.553229,2.505067,2.352646,2.420915,2.472886,2.423598,2.618474,2.447143,2.526756,2.385788,2.467751,2.533100,2.498096,2.458555,2.236875,2.494399,2.366722,2.626864,2.644064,2.526076,2.667928,2.560707,2.573177,2.441898,2.473953,2.612098
288,2.521861,2.570396,2.460739,2.480339,2.375013,2.462527,2.557975,2.517846,2.403557,2.347443,2.428657,2.443792,2.433829,2.386774,2.481898,2.508510,2.465834,2.402133,2.541637,2.567425,2.515368,2.486888,2.468293,2.512913,2.617471,2.611477,2.383882,2.527426,2.365811,2.564602,2.455562,2.775227,2.634440,2.513016,2.528470,2.460156,2.693384,2.513590,2.637847,2.375991
290,2.522874,2.468432,2.519946,2.596067,2.502645,2.527438,2.495868,2.446483,2.501471,2.602068,2.558919,2.610270,2.411177,2.566371,2.721657,2.432234,2.529358,2.396881,2.615090,2.329991,2.544372,2.571698,2.455157,2.632470,2.448587,2.559318,2.264993,2.472696,2.600081,2.435343,2.543083,2.534805,2.419593,2.470996,2.356856,2.506243,2.444172,2.338494,2.529745,2.516057
291,2.610920,2.625864,2.435650,2.553751,2.667757,2.466728,2.585443,2.538433,2.494202,2.422275,2.409313,2.314942,2.310181,2.532476,2.515812,2.453594,2.648760,2.534820,2.474360,2.399549,2.507072,2.532260,2.583358,2.472794,2.354411,2.359161,2.635554,2.356609,2.399148,2.561433,2.482251,2.395656,2.510245,2.527186,2.647839,2.484284,2.458380,2.604233,2.665508,2.467788
293,2.357897,2.494925,2.408097,2.406061,2.502785,2.744199,2.652793,2.503059,2.335180,2.512991,2.449752,2.483808,2.454971,2.515030,2.404589,2.405938,2.427865,2.387057,2.321941,2.262291,2.393526,2.536642,2.748079,2.493767,2.650404,2.559726,2.481318,2.510747,2.466272,2.525268,2.552254,2.580518,2.628563,2.584956,2.578316,2.527856,2.678379,2.506642,2.449537,2.516002
294,2.647231,2.613665,2.668714,2.532713,2.446589,2.564527,2.627510,2.507473,2.468265,2.531357,2.558181,2.424349,2.428783,2.457044,2.422018,2.451862,2.677577,2.425475,2.356182,2.405886,2.507547,2.270995,2.600459,2.478865,2.471105,2.461148,2.611589,2.356979,2.423790,2.500100,2.462749,2.509255,2.421542,2.522238,2.305563,2.454839,2.670111,2.593080,2.559193,2.603451
